ncodpers,ind_empleado,pais_residencia,sexo,age,AgeStatus,ind_nuevo,antiguedad,indrel,indrel_1mes,tiprel_1mes,indresi,indext,indfall,tipodom,cod_prov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
104560,0,1,1,49,0,0,203,1,1.0,0,1,0,0,1,45,1,79903.0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104554,0,1,0,56,0,0,203,1,1.0,1,1,0,0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104552,0,1,0,80,1,0,203,1,1.0,0,1,0,0,1,28,1,267620.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
104550,0,1,0,66,1,0,203,1,1.0,0,1,0,0,1,28,1,271676.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
104548,0,1,0,61,0,0,203,1,1.0,1,1,0,0,1,14,0,54560.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104547,0,1,0,50,0,0,165,1,1.0,1,1,0,0,1,28,0,643821.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104545,0,1,0,44,0,0,196,1,1.0,0,1,0,0,1,28,1,124048.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
104535,0,1,0,55,0,0,203,1,1.0,1,1,0,0,1,35,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104534,0,1,0,45,0,0,203,1,1.0,1,1,0,0,1,41,0,175617.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104531,0,1,0,53,0,0,203,1,1.0,0,1,0,0,1,28,1,36966.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104530,0,1,0,53,0,0,202,1,1.0,1,1,0,0,1,28,0,83797.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104529,0,1,1,45,0,0,203,1,1.0,1,1,0,0,1,28,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104556,0,1,0,41,0,0,203,1,1.0,1,1,0,0,1,48,0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104700,0,1,0,45,0,0,202,1,1.0,0,1,0,0,1,28,1,128932.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
104701,0,1,0,43,0,0,202,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1
104703,0,1,0,47,0,0,179,1,1.0,0,1,0,0,1,28,1,105896.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
104854,0,1,0,49,0,0,202,1,1.0,0,1,0,0,1,8,1,326008.0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
104853,0,1,0,48,0,0,52,1,1.0,0,1,0,0,1,8,1,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
104852,0,1,1,65,1,0,202,1,1.0,1,1,0,0,1,8,0,247917.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104851,0,1,0,67,1,0,202,1,1.0,0,1,0,0,1,8,1,247917.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104849,0,1,0,59,0,0,202,1,1.0,0,1,0,0,1,38,1,67765.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
104847,0,1,0,53,0,0,202,1,1.0,0,1,0,0,1,52,1,66162.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104846,0,1,0,39,0,0,202,1,1.0,0,1,0,0,1,8,1,78911.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104843,0,1,0,52,0,0,202,1,1.0,0,1,0,0,1,35,1,140940.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104842,0,1,1,59,0,0,193,1,1.0,0,1,0,0,1,28,1,100752.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
104840,0,1,0,41,0,0,179,1,1.0,0,1,0,0,1,28,1,39948.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
104838,0,1,0,46,0,0,202,1,1.0,0,1,0,0,1,28,1,103418.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
104835,0,1,0,51,0,0,152,1,1.0,0,1,0,0,1,16,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104833,0,1,1,47,0,0,44,1,1.0,0,1,0,0,1,39,1,85236.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104832,0,1,0,48,0,0,131,1,1.0,0,1,0,0,1,18,1,80929.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104831,0,1,0,54,0,0,202,1,1.0,1,1,0,0,1,28,0,83543.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104830,0,1,0,55,0,0,202,1,1.0,0,1,0,0,1,46,1,99943.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
104828,0,1,0,53,0,0,45,1,1.0,1,1,0,0,1,29,0,322784.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104824,0,1,0,59,0,0,202,1,1.0,0,1,0,0,1,8,1,207232.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104823,0,1,0,69,1,0,202,1,1.0,1,1,0,0,1,46,0,42142.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104822,0,1,0,46,0,0,202,1,1.0,1,1,0,0,1,46,0,125794.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104821,0,1,0,41,0,0,202,1,1.0,1,1,0,0,1,15,0,83995.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104820,0,1,0,47,0,0,202,1,1.0,0,1,0,0,1,28,1,181737.0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
104819,0,1,0,55,0,0,202,1,1.0,1,1,0,0,1,35,0,31760.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104860,0,1,0,46,0,0,202,1,1.0,1,1,0,0,1,28,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104862,0,1,0,42,0,0,202,1,1.0,0,1,0,0,1,28,1,65124.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104863,0,1,0,46,0,0,202,1,1.0,0,1,0,0,1,28,1,407090.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104868,0,1,1,0,1,0,202,1,1.0,1,1,0,0,1,28,0,310976.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104910,0,1,0,53,0,0,202,1,1.0,0,1,0,0,1,46,1,89856.0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
104908,0,1,0,69,1,0,202,1,1.0,1,1,0,0,1,39,1,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104906,0,1,0,57,0,0,202,1,1.0,1,1,0,0,1,46,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104904,0,1,1,90,1,0,202,1,1.0,0,1,0,0,1,28,1,201220.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104903,0,1,0,47,0,0,133,1,1.0,1,1,1,0,1,28,0,193267.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104902,0,1,0,63,0,0,202,1,1.0,1,1,0,0,1,36,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104899,0,1,0,46,0,0,202,1,1.0,0,1,0,0,1,48,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104897,0,1,1,75,1,0,202,1,1.0,1,1,0,0,1,38,0,262203.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104896,0,1,0,76,1,0,202,1,1.0,0,1,0,0,1,38,1,262203.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
104894,0,1,0,52,0,0,202,1,1.0,0,1,0,0,1,8,1,108833.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
104892,0,1,0,62,0,0,138,1,1.0,0,1,0,0,1,28,0,97113.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104816,0,1,1,50,0,0,202,1,1.0,1,1,0,0,1,28,1,143252.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104889,0,1,0,49,0,0,202,1,1.0,1,1,0,0,1,28,0,175119.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104886,0,1,0,45,0,0,194,1,1.0,1,1,0,0,1,28,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104885,0,1,1,68,1,0,118,1,1.0,1,1,0,0,1,41,0,345997.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104883,0,1,0,63,0,0,202,1,1.0,0,1,0,0,1,28,1,87035.0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
104880,0,1,0,44,0,0,202,1,1.0,1,1,0,0,1,29,1,71303.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104879,0,1,0,47,0,0,202,1,1.0,1,1,0,0,1,8,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104877,0,1,1,43,0,0,202,1,1.0,0,1,0,0,1,28,1,206415.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
104875,0,1,0,57,0,0,202,1,1.0,1,1,0,0,1,33,1,58587.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104874,0,1,0,48,0,0,202,1,1.0,1,1,0,0,1,28,0,195048.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104871,0,1,0,48,0,0,202,1,1.0,0,1,0,0,1,28,1,111484.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104870,0,1,1,53,0,0,36,1,1.0,0,1,0,0,1,18,1,168546.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104869,0,1,0,52,0,0,202,1,1.0,0,1,0,0,1,18,1,168546.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
104888,0,1,0,52,0,0,202,1,1.0,1,1,0,0,1,16,0,52919.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104815,0,1,0,49,0,0,202,1,1.0,0,1,0,0,1,28,1,143252.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
104813,0,1,0,51,0,0,202,1,1.0,1,1,0,0,1,8,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104812,0,1,1,88,1,0,202,1,1.0,1,1,0,0,1,28,0,105168.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104744,0,1,1,40,0,0,202,1,1.0,1,1,0,0,1,10,0,64353.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104743,0,1,0,75,1,0,202,1,1.0,1,1,0,0,1,8,0,93162.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104740,0,1,1,66,1,0,202,1,1.0,0,1,0,0,1,28,1,181068.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104739,0,1,0,68,1,0,202,1,1.0,0,1,0,0,1,28,1,181068.0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
104736,0,1,1,49,0,0,202,1,1.0,0,1,0,0,1,28,0,47105.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104733,0,1,0,53,0,0,202,1,1.0,1,1,0,0,1,8,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104730,0,1,0,44,0,0,202,1,1.0,1,1,0,0,1,28,0,116508.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104729,0,1,0,62,0,0,197,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
104728,0,1,1,63,0,0,202,1,1.0,0,1,0,0,1,33,0,48936.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104727,0,1,0,63,0,0,202,1,1.0,0,1,0,0,1,33,1,48936.0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
104726,0,1,0,57,0,0,202,1,1.0,0,1,0,0,1,12,1,146346.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104745,0,1,0,58,0,0,202,1,1.0,1,1,0,0,1,21,0,95502.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104724,0,1,0,62,0,0,202,1,1.0,0,1,0,0,1,8,1,206892.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104721,0,1,0,42,0,0,202,1,1.0,1,1,0,0,1,4,0,61682.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104720,0,1,0,47,0,0,155,1,1.0,0,1,0,0,1,28,1,173929.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
104718,0,1,0,42,0,0,197,1,1.0,0,1,0,0,1,28,1,244007.0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
104717,0,1,1,82,1,0,202,1,1.0,0,1,0,0,1,28,1,41072.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104714,0,1,0,39,0,0,202,1,1.0,0,1,0,0,1,23,0,32109.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104711,0,1,0,64,0,0,202,1,1.0,1,1,0,0,1,25,0,64818.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104710,0,1,0,45,0,0,202,1,1.0,0,1,0,0,1,46,1,95358.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
104709,0,1,0,66,1,0,202,1,1.0,1,1,0,0,1,28,0,310976.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104708,0,1,0,54,0,0,202,1,1.0,1,1,0,0,1,28,0,141827.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104706,0,1,0,53,0,0,202,1,1.0,1,1,0,0,1,12,0,57264.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104705,0,1,0,44,0,0,202,1,1.0,0,1,0,0,1,28,1,141275.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
104722,0,1,0,54,0,0,201,1,1.0,0,1,1,0,1,28,1,223579.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104462,0,1,0,49,0,0,203,1,1.0,0,1,0,0,1,8,1,419594.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1
104748,0,1,1,37,0,0,202,1,1.0,0,1,0,0,1,41,1,128289.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
104751,0,1,1,45,0,0,202,1,1.0,0,1,0,0,1,28,1,68498.0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
104810,0,1,0,48,0,0,156,1,1.0,1,1,0,0,1,8,0,132614.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104804,0,1,0,43,0,0,166,1,1.0,0,1,0,0,1,28,1,147179.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104803,0,1,1,45,0,0,202,1,1.0,0,1,0,0,1,28,1,147179.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
104798,0,1,0,50,0,0,202,1,1.0,0,1,0,0,1,4,1,143347.0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
104796,0,1,0,53,0,0,202,1,1.0,0,1,0,0,1,8,1,179694.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104793,0,1,0,49,0,0,202,1,1.0,1,1,0,0,1,24,0,86217.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104792,0,1,0,48,0,0,202,1,1.0,1,1,0,0,1,41,0,135455.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104787,0,1,1,81,1,0,202,1,1.0,0,1,0,0,1,8,1,79400.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104785,0,1,1,41,0,0,146,1,1.0,0,1,0,0,1,28,1,61168.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104784,0,1,1,47,0,0,202,1,1.0,1,1,0,0,1,28,0,80152.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104783,0,1,0,63,0,0,193,1,1.0,0,1,0,0,1,38,1,147391.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104750,0,1,1,89,1,0,202,1,1.0,0,1,0,0,1,41,0,98108.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104782,0,1,1,76,1,0,202,1,1.0,1,0,1,0,1,0,0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104778,0,1,0,61,0,0,202,1,1.0,0,1,0,0,1,3,1,29094.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104775,0,1,0,71,1,0,202,1,1.0,0,1,0,0,1,28,1,315309.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104773,0,1,0,52,0,0,202,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104771,0,1,0,64,0,0,202,1,1.0,1,1,0,0,1,39,0,126693.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104770,0,1,1,69,1,0,165,1,1.0,0,1,0,0,1,28,0,266020.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104769,0,1,1,45,0,0,202,1,1.0,0,1,0,0,1,28,1,354595.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1
104768,0,1,0,39,0,0,202,1,1.0,0,1,0,0,1,29,1,105151.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104765,0,1,0,76,1,0,88,1,1.0,0,1,0,1,1,28,0,146197.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104762,0,1,0,87,1,0,202,1,1.0,1,1,0,0,1,33,0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104761,0,1,0,53,0,0,202,1,1.0,0,1,0,0,1,8,1,301334.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104760,0,1,1,53,0,0,202,1,1.0,0,1,0,0,1,8,1,297807.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
104779,0,1,0,46,0,0,202,1,1.0,0,1,0,0,1,28,1,897561.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104461,0,1,0,51,0,0,203,1,1.0,0,1,0,0,1,28,1,227983.0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
104460,0,1,0,44,0,0,7,1,1.0,1,1,0,0,1,28,1,510487.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104459,0,1,0,54,0,0,203,1,1.0,0,0,0,0,1,0,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
104144,0,1,0,61,0,0,203,1,1.0,1,1,0,0,1,8,0,71768.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104143,0,1,0,47,0,0,203,1,1.0,0,1,0,0,1,46,1,30802.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104141,0,1,0,47,0,0,203,1,1.0,0,1,0,0,1,28,0,72342.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104140,0,1,0,43,0,0,203,1,1.0,0,1,0,0,1,28,1,154814.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
104139,0,1,1,43,0,0,174,1,1.0,0,1,0,0,1,28,1,112522.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
104137,0,1,0,42,0,0,203,1,1.0,0,1,0,0,1,28,1,150873.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104136,0,1,0,47,0,0,203,1,1.0,1,1,0,0,1,28,0,58872.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104133,0,1,1,55,0,0,203,1,1.0,1,1,0,0,1,36,0,110200.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104132,0,1,0,56,0,0,88,1,1.0,0,1,0,0,1,28,0,372064.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104131,0,1,1,52,0,0,88,1,1.0,1,1,0,0,1,8,0,202030.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104130,0,1,0,52,0,0,169,1,1.0,1,1,0,0,1,8,0,155108.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104125,0,1,1,37,0,0,165,1,1.0,0,1,0,0,1,3,1,48635.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
104124,0,1,1,44,0,0,203,1,1.0,0,1,0,0,1,28,1,294149.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
104123,0,1,1,52,0,0,202,1,1.0,0,1,0,0,1,28,1,254335.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
104121,0,1,0,45,0,0,199,1,1.0,0,1,0,0,1,28,1,252867.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104120,0,1,1,51,0,0,200,1,1.0,0,1,0,0,1,28,0,138632.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104119,0,1,0,49,0,0,203,1,1.0,0,1,0,0,1,28,1,247351.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104118,0,1,0,46,0,0,202,1,1.0,0,1,0,0,1,28,1,188644.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
104117,0,1,0,43,0,0,203,1,1.0,0,1,0,0,1,28,1,226846.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104115,0,1,0,71,1,0,201,1,1.0,0,1,0,0,1,28,1,198115.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
